timeseries,airtemp,relativehumidity,uvradiation,fmatmcontrol,fmatm3wt,fmatm6wt,fmatm9wt,fmatm12wt,fmatm15wt,fmatm18wt
2022-08-04,9.51,99.9,0.278,1824.8386,2397.03923,2373.51111,3214.43062,4116.0692,4853.6509,4506.08805
2022-08-05,15.01,100,0.326,1819.766,2398.78733,2375.7176,3217.6392,4113.56094,4849.684,4499.18694
2022-08-06,0,0,0.212,1814.6934,2400.53543,2377.92409,3220.84778,4111.05268,4845.7171,4492.28583
2022-08-07,0,0,0.178,1809.6208,2402.28353,2380.13058,3224.05636,4108.54442,4841.7502,4485.38472
2022-08-08,0,0,0.194,1804.5482,2404.03163,2382.33707,3227.26494,4106.03616,4837.7833,4478.48361
2022-08-09,0,0,0.079,1799.4756,2405.77973,2384.54356,3230.47352,4103.5279,4833.8164,4471.5825
2022-08-10,9.19,97.8,0.266,1794.403,2407.52783,2386.75005,3233.6821,4101.01964,4829.8495,4464.68139
2022-08-11,21.21,88.1,0.548,1789.3304,2409.27593,2388.95654,3236.89068,4098.51138,4825.8826,4457.78028
2022-08-12,19.15,100,0.212,1784.2578,2411.02403,2391.16303,3240.09926,4096.00312,4821.9157,4450.87917
2022-08-13,18.5,100,0.358,1779.1852,2412.77213,2393.36952,3243.30784,4093.49486,4817.9488,4443.97806
2022-08-15,22.13,100,0.408,1774.1126,2414.52023,2395.57601,3246.51642,4090.9866,4813.9819,4437.07695
2022-08-16,0,0,0.213,1769.04,2416.26833,2397.7825,3249.725,4088.47834,4810.015,4430.17584
2022-08-17,16.65,90.2,0.356,1763.9674,2418.01643,2399.98899,3252.93358,4085.97008,4806.0481,4423.27473
2022-08-18,20.75,99.9,0.273,1758.8948,2419.76453,2402.19548,3256.14216,4083.46182,4802.0812,4416.37362
2022-08-19,23.75,95.3,0.378,1753.8222,2421.51263,2404.40197,3259.35074,4080.95356,4798.1143,4409.47251
2022-08-20,5.225,80.9,0.304,1748.7496,2423.26073,2406.60846,3262.55932,4078.4453,4794.1474,4402.5714
2022-08-21,24.85,71.78,0.656,1743.677,2425.00883,2408.81495,3265.7679,4075.93704,4790.1805,4395.67029
2022-08-22,3.535,100,0.452,1738.6044,2426.75693,2411.02144,3268.97648,4073.42878,4786.2136,4388.76918
2022-08-23,22.97,100,0.666,1733.5318,2428.50503,2413.22793,3272.18506,4070.92052,4782.2467,4381.86807
2022-08-28,13.09,100,0.658,1728.4592,2430.25313,2415.43442,3275.39364,4068.41226,4778.2798,4374.96696
2022-08-29,22.6,82.8,0.357,1723.3866,2432.00123,2417.64091,3278.60222,4065.904,4774.3129,4368.06585
2022-08-30,0,0,0.665,1718.314,2433.74933,2419.8474,3281.8108,4063.39574,4770.346,4361.16474
2022-09-01,24.74,82.3,0.478,1713.2414,2435.49743,2422.05389,3285.01938,4060.88748,4766.3791,4354.26363
2022-09-05,14.67,95.1,0.5,1708.1688,2437.24553,2424.26038,3288.22796,4058.37922,4762.4122,4347.36252
2022-09-08,24.41,75.31,0.511,1703.0962,2438.99363,2426.46687,3291.43654,4055.87096,4758.4453,4340.46141
2022-09-17,24.73,79.25,0.502,1698.0236,2440.74173,2428.67336,3294.64512,4053.3627,4754.4784,4333.5603
2022-09-18,25.53,81.7,0.927,1692.951,2442.48983,2430.87985,3297.8537,4050.85444,4750.5115,4326.65919
2022-09-21,0,0,0.964,1687.8784,2444.23793,2433.08634,3301.06228,4048.34618,4746.5446,4319.75808
2022-09-23,0,0,0.882,1682.8058,2445.98603,2435.29283,3304.27086,4045.83792,4742.5777,4312.85697
2022-09-24,21.25,100,0.025,1677.7332,2447.73413,2437.49932,3307.47944,4043.32966,4738.6108,4305.95586
2022-09-25,17.07,100,0.024,1672.6606,2449.48223,2439.70581,3310.68802,4040.8214,4734.6439,4299.05475
2022-09-26,19.26,100,0.026,1667.588,2451.23033,2441.9123,3313.8966,4038.31314,4730.677,4292.15364
2022-09-27,1.861,100,0.024,1662.5154,2452.97843,2444.11879,3317.10518,4035.80488,4726.7101,4285.25253
2022-09-28,15.32,100,0.022,1657.4428,2454.72653,2446.32528,3320.31376,4033.29662,4722.7432,4278.35142
2022-09-29,20.07,100,0.024,1652.3702,2456.47463,2448.53177,3323.52234,4030.78836,4718.7763,4271.45031
2022-09-30,20.05,100,0.031,1647.2976,2458.22273,2450.73826,3326.73092,4028.2801,4714.8094,4264.5492
2022-10-01,22.68,100,0,1642.225,2459.97083,2452.94475,3329.9395,4025.77184,4710.8425,4257.64809
2022-10-02,21.88,100,0,1637.1524,2461.71893,2455.15124,3333.14808,4023.26358,4706.8756,4250.74698
2022-10-03,22.94,100,0,1632.0798,2463.46703,2457.35773,3336.35666,4020.75532,4702.9087,4243.84587
2022-10-04,22.79,100,0,1627.0072,2465.21513,2459.56422,3339.56524,4018.24706,4698.9418,4236.94476
2022-10-05,23.07,100,0,1621.9346,2466.96323,2461.77071,3342.77382,4015.7388,4694.9749,4230.04365
2022-10-06,22.94,100,0,1616.862,2468.71133,2463.9772,3345.9824,4013.23054,4691.008,4223.14254
2022-10-07,21.95,100,0,1611.7894,2470.45943,2466.18369,3349.19098,4010.72228,4687.0411,4216.24143
2022-10-08,22.13,100,0,1606.7168,2472.20753,2468.39018,3352.39956,4008.21402,4683.0742,4209.34032
2022-10-09,21.65,100,0,1601.6442,2473.95563,2470.59667,3355.60814,4005.70576,4679.1073,4202.43921
2022-10-10,22.48,100,0,1596.5716,2475.70373,2472.80316,3358.81672,4003.1975,4675.1404,4195.5381
2022-10-11,23.44,100,0,1591.499,2477.45183,2475.00965,3362.0253,4000.68924,4671.1735,4188.63699
2022-10-12,21.37,100,0,1586.4264,2479.19993,2477.21614,3365.23388,3998.18098,4667.2066,4181.73588
2022-10-13,22.68,100,0,1581.3538,2480.94803,2479.42263,3368.44246,3995.67272,4663.2397,4174.83477
2022-10-14,22.21,100,0,1576.2812,2482.69613,2481.62912,3371.65104,3993.16446,4659.2728,4167.93366
2022-10-15,23.19,100,0,1571.2086,2484.44423,2483.83561,3374.85962,3990.6562,4655.3059,4161.03255
2022-10-16,22.15,100,0,1566.136,2486.19233,2486.0421,3378.0682,3988.14794,4651.339,4154.13144
2022-10-17,21.66,100,0,1561.0634,2487.94043,2488.24859,3381.27678,3985.63968,4647.3721,4147.23033
2022-10-18,23.9,100,0,1555.9908,2489.68853,2490.45508,3384.48536,3983.13142,4643.4052,4140.32922
2022-10-19,21.53,100,0,1550.9182,2491.43663,2492.66157,3387.69394,3980.62316,4639.4383,4133.42811
2022-10-20,21.45,100,0,1545.8456,2493.18473,2494.86806,3390.90252,3978.1149,4635.4714,4126.527
2022-10-21,21.61,100,0,1540.773,2494.93283,2497.07455,3394.1111,3975.60664,4631.5045,4119.62589
2022-10-22,20.95,100,0,1535.7004,2496.68093,2499.28104,3397.31968,3973.09838,4627.5376,4112.72478
2022-10-23,22.39,100,0,1530.6278,2498.42903,2501.48753,3400.52826,3970.59012,4623.5707,4105.82367
2022-10-24,23.64,100,0,1525.5552,2500.17713,2503.69402,3403.73684,3968.08186,4619.6038,4098.92256
2022-10-25,23,100,0,1520.4826,2501.92523,2505.90051,3406.94542,3965.5736,4615.6369,4092.02145
2022-10-26,22.67,100,0,1515.41,2503.67333,2508.107,3410.154,3963.06534,4611.67,4085.12034
2022-10-27,23.22,100,0,1510.3374,2505.42143,2510.31349,3413.36258,3960.55708,4607.7031,4078.21923
2022-10-28,22.62,100,0,1505.2648,2507.16953,2512.51998,3416.57116,3958.04882,4603.7362,4071.31812
2022-10-29,22.7,94.8,0,1500.1922,2508.91763,2514.72647,3419.77974,3955.54056,4599.7693,4064.41701
2022-10-30,22.01,100,0,1495.1196,2510.66573,2516.93296,3422.98832,3953.0323,4595.8024,4057.5159
2022-10-31,21.84,100,0,1490.047,2512.41383,2519.13945,3426.1969,3950.52404,4591.8355,4050.61479
2022-11-01,24.28,100,0,1484.9744,2514.16193,2521.34594,3429.40548,3948.01578,4587.8686,4043.71368
2022-11-02,24.94,100,0,1479.9018,2515.91003,2523.55243,3432.61406,3945.50752,4583.9017,4036.81257
2022-11-03,25.24,100,0,1474.8292,2517.65813,2525.75892,3435.82264,3942.99926,4579.9348,4029.91146
2022-11-04,23.85,100,0,1469.7566,2519.40623,2527.96541,3439.03122,3940.491,4575.9679,4023.01035
2022-11-05,21.88,100,0,1464.684,2521.15433,2530.1719,3442.2398,3937.98274,4572.001,4016.10924
2022-11-06,22.68,100,0,1459.6114,2522.90243,2532.37839,3445.44838,3935.47448,4568.0341,4009.20813
2022-11-07,24.11,100,0,1454.5388,2524.65053,2534.58488,3448.65696,3932.96622,4564.0672,4002.30702
2022-11-08,23.12,100,0,1449.4662,2526.39863,2536.79137,3451.86554,3930.45796,4560.1003,3995.40591
2022-11-09,24.94,100,0,1444.3936,2528.14673,2538.99786,3455.07412,3927.9497,4556.1334,3988.5048
2022-11-10,21.88,100,0,1439.321,2529.89483,2541.20435,3458.2827,3925.44144,4552.1665,3981.60369
2022-11-11,20.36,100,0,1434.2484,2531.64293,2543.41084,3461.49128,3922.93318,4548.1996,3974.70258
2022-11-12,21.27,100,0,1429.1758,2533.39103,2545.61733,3464.69986,3920.42492,4544.2327,3967.80147
2022-11-13,21.29,100,0,1424.1032,2535.13913,2547.82382,3467.90844,3917.91666,4540.2658,3960.90036
2022-11-14,22.4,100,0,1419.0306,2536.88723,2550.03031,3471.11702,3915.4084,4536.2989,3953.99925
2022-11-15,22.65,100,0,1413.958,2538.63533,2552.2368,3474.3256,3912.90014,4532.332,3947.09814
2022-11-16,23.33,100,0,1408.8854,2540.38343,2554.44329,3477.53418,3910.39188,4528.3651,3940.19703
2022-11-17,22.25,99.8,0,1403.8128,2542.13153,2556.64978,3480.74276,3907.88362,4524.3982,3933.29592
2022-11-18,22.72,100,0,1398.7402,2543.87963,2558.85627,3483.95134,3905.37536,4520.4313,3926.39481
2022-11-19,23.13,100,0,1393.6676,2545.62773,2561.06276,3487.15992,3902.8671,4516.4644,3919.4937
2022-11-20,22.81,92.4,0,1388.595,2547.37583,2563.26925,3490.3685,3900.35884,4512.4975,3912.59259
2022-11-21,24.41,100,0,1383.5224,2549.12393,2565.47574,3493.57708,3897.85058,4508.5306,3905.69148
2022-11-22,24.64,100,0,1378.4498,2550.87203,2567.68223,3496.78566,3895.34232,4353.82,3898.79037
2022-11-23,24.05,100,0,1373.3772,2552.62013,2569.88872,3499.99424,3892.83406,4353.82,3891.88926
2022-11-24,22.89,100,0,1368.3046,2554.36823,2572.09521,3503.20282,3890.3258,4353.82,3884.98815
2022-11-25,21.69,93.7,0,1363.232,2556.11633,2574.3017,3506.4114,3887.81754,4353.82,3878.08704
2022-11-26,22.6,100,0,1358.1594,2557.86443,2576.50819,3509.61998,3885.30928,4353.82,3871.18593
2022-11-27,24.1,100,0,1353.0868,2559.61253,2578.71468,3512.82856,3882.80102,4353.82,3864.28482
2022-11-28,22.68,100,0,1348.0142,2561.36063,2580.92117,3516.03714,3880.29276,4353.82,3857.38371
2022-11-29,21.3,100,0,1342.9416,2563.10873,2583.12766,3519.24572,3877.7845,4353.82,3850.4826
2022-11-30,23.06,98.7,0,1337.869,2564.85683,2585.33415,3522.4543,3875.27624,4353.82,3843.58149
2022-12-01,23.1,100,0,1332.7964,2566.60493,2587.54064,3525.66288,3872.76798,4353.82,3836.68038
2022-12-02,23.56,100,0,1327.7238,2568.35303,2651.53,3528.87146,3870.25972,4353.82,3829.77927
2022-12-03,23.17,100,0,1322.6512,2570.10113,2651.53,3532.08004,3867.75146,4353.82,3822.87816
2022-12-04,24.68,100,0,1317.5786,2571.84923,2651.53,3535.28862,3865.2432,4353.82,3815.97705
2022-12-05,23.93,100,0,1312.506,2573.59733,2651.53,3538.4972,3862.73494,4353.82,3809.07594
2022-12-06,23.67,100,0,1307.4334,2575.34543,2651.53,3541.70578,3860.22668,4353.82,3802.17483
2022-12-07,23.25,99.5,0,1302.3608,2577.09353,2651.53,3544.91436,3857.71842,4353.82,3795.27372
2022-12-08,22.76,100,0,1297.2882,2578.84163,2651.53,3548.12294,3855.21016,4353.82,3788.37261
2022-12-09,22.7,99.8,0,1292.2156,2580.58973,2651.53,3551.33152,3852.7019,4353.82,3781.4715
2022-12-10,20.46,83.7,0,1287.143,2582.33783,2651.53,3554.5401,3850.19364,4353.82,3774.57039
2022-12-11,20.15,74.68,0,1282.0704,2584.08593,2651.53,3557.74868,3847.68538,4353.82,3636.55
2022-12-12,21.98,99.3,0,1276.9978,2585.83403,2651.53,3560.95726,3845.17712,4353.82,3636.55
2022-12-13,23.16,100,0,1271.9252,2587.58213,2651.53,3564.16584,3842.66886,4353.82,3636.55
2022-12-14,21.6,100,0,1266.8526,2589.33023,2651.53,3567.37442,3840.1606,4353.82,3636.55
2022-12-15,24.44,100,0,1261.78,2591.07833,2651.53,3570.583,3837.65234,4353.82,3636.55
2022-12-16,22.45,100,0,1256.7074,2592.82643,2651.53,3573.79158,3835.14408,4353.82,3636.55
2022-12-17,23.46,100,0,1251.6348,2594.57453,2651.53,3577.00016,3832.63582,4353.82,3636.55
2022-12-18,23.7,100,0,1185.69,2596.32263,2651.53,3618.71,3800.03,4353.82,3636.55
2022-12-19,22.15,87.1,0,1185.69,2598.07073,2651.53,3618.71,3800.03,4353.82,3636.55
2022-12-20,21.31,67.42,0,1185.69,2599.81883,2651.53,3618.71,3800.03,4353.82,3636.55
2022-12-21,21.76,95,0,1185.69,2601.56693,2651.53,3618.71,3800.03,4353.82,3636.55
2022-12-22,21.11,70.95,0,1185.69,2603.31503,2651.53,3618.71,3800.03,4353.82,3636.55
2022-12-23,21.3,61.48,0,1185.69,2605.06313,2651.53,3618.71,3800.03,4353.82,3636.55
2022-12-24,19.98,58.47,0,1185.69,2606.81123,2651.53,3618.71,3800.03,4353.82,3636.55
2022-12-25,18.35,68.12,0,1185.69,2617.3,2651.53,3618.71,3800.03,4353.82,3636.55
2022-12-26,19.31,65.39,0,1185.69,2617.3,2651.53,3618.71,3800.03,4353.82,3636.55
2022-12-27,20.18,67.18,0,1185.69,2617.3,2651.53,3618.71,3800.03,4353.82,3636.55
2022-12-28,21.69,49.24,0,1185.69,2617.3,2651.53,3618.71,3800.03,4353.82,3636.55
2022-12-29,20.05,66.88,0,1185.69,2617.3,2651.53,3618.71,3800.03,4353.82,3636.55
2022-12-30,19.66,73.33,0,1185.69,2617.3,2651.53,3618.71,3800.03,4353.82,3636.55
2022-12-31,20.28,47.11,0,1185.69,2617.3,2651.53,3618.71,3800.03,4353.82,3636.55
